ID операции,Дата,Артикул,ID производственной базы,"Количество, кг",Тип операции
570,16.8.2021,33,П5,21,Выдано покупателю
571,16.8.2021,33,П9,15,Поступило с производства
572,16.8.2021,34,П13,42,Выдано покупателю
573,16.8.2021,35,П8,8,Поступило с производства
574,16.8.2021,36,П11,13,Поступило с производства
575,16.8.2021,37,П1,32,Поступило с производства
576,16.8.2021,39,П6,29,Поступило с производства
577,16.8.2021,39,П9,25,Выдано покупателю
578,16.8.2021,40,П8,8,Поступило с производства
579,16.8.2021,42,П8,17,Поступило с производства
580,16.8.2021,43,П14,17,Поступило с производства
581,16.8.2021,45,П3,34,Поступило с производства
582,16.8.2021,46,П16,46,Выдано покупателю
583,16.8.2021,47,П1,11,Выдано покупателю
584,16.8.2021,51,П5,45,Выдано покупателю
585,16.8.2021,53,П16,30,Выдано покупателю
586,16.8.2021,53,П3,5,Выдано покупателю
587,16.8.2021,55,П1,5,Поступило с производства
588,16.8.2021,61,П5,47,Поступило с производства
589,16.8.2021,62,П4,12,Выдано покупателю
590,16.8.2021,62,П5,22,Поступило с производства
591,16.8.2021,63,П11,14,Выдано покупателю
592,17.8.2021,4,П4,26,Поступило с производства
593,17.8.2021,7,П10,48,Выдано покупателю
594,17.8.2021,7,П15,32,Поступило с производства
595,17.8.2021,8,П14,31,Поступило с производства
596,17.8.2021,10,П15,40,Выдано покупателю
597,17.8.2021,13,П11,45,Выдано покупателю
598,17.8.2021,14,П12,18,Поступило с производства
599,17.8.2021,14,П6,38,Выдано покупателю
600,17.8.2021,15,П4,28,Выдано покупателю
601,17.8.2021,17,П2,31,Выдано покупателю
602,17.8.2021,20,П1,28,Выдано покупателю
603,17.8.2021,23,П9,35,Поступило с производства
604,17.8.2021,24,П1,45,Поступило с производства
605,17.8.2021,25,П3,5,Поступило с производства
606,17.8.2021,29,П4,8,Поступило с производства
607,17.8.2021,30,П2,6,Поступило с производства
608,17.8.2021,35,П14,34,Поступило с производства
609,17.8.2021,36,П1,15,Выдано покупателю
610,17.8.2021,39,П2,8,Выдано покупателю
611,17.8.2021,39,П6,15,Выдано покупателю
612,17.8.2021,40,П9,8,Выдано покупателю
613,17.8.2021,43,П3,39,Поступило с производства
614,17.8.2021,46,П11,22,Выдано покупателю
615,17.8.2021,48,П16,34,Поступило с производства
616,17.8.2021,48,П7,42,Поступило с производства
617,17.8.2021,50,П15,42,Поступило с производства
618,17.8.2021,50,П3,28,Поступило с производства
619,17.8.2021,51,П12,37,Выдано покупателю
620,17.8.2021,54,П12,13,Выдано покупателю
621,17.8.2021,54,П2,20,Поступило с производства
622,17.8.2021,56,П10,26,Выдано покупателю
623,17.8.2021,57,П10,11,Поступило с производства
624,17.8.2021,60,П14,11,Выдано покупателю
625,17.8.2021,60,П3,16,Поступило с производства
626,17.8.2021,64,П15,38,Выдано покупателю
627,17.8.2021,64,П4,50,Поступило с производства
628,17.8.2021,64,П5,30,Поступило с производства
629,18.8.2021,2,П4,8,Выдано покупателю
630,18.8.2021,3,П5,34,Выдано покупателю
631,18.8.2021,3,П9,33,Поступило с производства
632,18.8.2021,4,П4,16,Выдано покупателю
633,18.8.2021,5,П6,17,Поступило с производства
634,18.8.2021,6,П11,22,Поступило с производства
635,18.8.2021,6,П4,50,Поступило с производства
636,18.8.2021,6,П6,21,Выдано покупателю
637,18.8.2021,7,П2,31,Выдано покупателю
638,18.8.2021,8,П8,47,Поступило с производства
639,18.8.2021,11,П8,34,Поступило с производства
640,18.8.2021,13,П2,8,Выдано покупателю
641,18.8.2021,14,П10,49,Выдано покупателю
642,18.8.2021,17,П12,21,Выдано покупателю
643,18.8.2021,18,П11,37,Поступило с производства
644,18.8.2021,19,П11,50,Выдано покупателю
645,18.8.2021,19,П16,9,Поступило с производства
646,18.8.2021,22,П4,17,Выдано покупателю
647,18.8.2021,23,П11,19,Выдано покупателю
648,18.8.2021,25,П14,6,Выдано покупателю
649,18.8.2021,26,П5,26,Выдано покупателю
650,18.8.2021,30,П11,5,Выдано покупателю
651,18.8.2021,30,П14,29,Выдано покупателю
652,18.8.2021,32,П15,41,Выдано покупателю
653,18.8.2021,33,П9,16,Поступило с производства
654,18.8.2021,34,П11,49,Поступило с производства
655,18.8.2021,35,П10,10,Выдано покупателю
656,18.8.2021,35,П14,45,Выдано покупателю
657,18.8.2021,37,П5,47,Поступило с производства
658,18.8.2021,42,П5,40,Выдано покупателю
659,18.8.2021,43,П2,15,Выдано покупателю
660,18.8.2021,46,П3,40,Выдано покупателю
661,18.8.2021,52,П1,13,Поступило с производства
662,18.8.2021,53,П6,27,Выдано покупателю
663,18.8.2021,55,П3,43,Поступило с производства
664,18.8.2021,56,П3,5,Поступило с производства
665,18.8.2021,57,П10,31,Выдано покупателю
666,18.8.2021,58,П11,20,Поступило с производства
667,18.8.2021,58,П13,32,Поступило с производства
668,18.8.2021,58,П5,32,Поступило с производства
669,18.8.2021,59,П15,21,Поступило с производства
670,18.8.2021,60,П2,6,Поступило с производства
671,18.8.2021,63,П16,40,Выдано покупателю
672,19.8.2021,2,П16,23,Поступило с производства
673,19.8.2021,2,П4,44,Поступило с производства
674,19.8.2021,5,П2,7,Поступило с производства
675,19.8.2021,5,П4,36,Поступило с производства
676,19.8.2021,8,П6,31,Выдано покупателю
677,19.8.2021,10,П6,38,Поступило с производства
678,19.8.2021,17,П3,27,Выдано покупателю
680,19.8.2021,18,П9,47,Поступило с производства
1687,15.9.2021,18,П8,40,Поступило с производства
681,19.8.2021,19,П14,26,Выдано покупателю
682,19.8.2021,20,П2,27,Поступило с производства
683,19.8.2021,21,П15,17,Выдано покупателю
684,19.8.2021,21,П15,18,Выдано покупателю
685,19.8.2021,22,П12,30,Поступило с производства
686,19.8.2021,22,П6,37,Поступило с производства
687,19.8.2021,23,П10,22,Выдано покупателю
688,19.8.2021,24,П1,7,Поступило с производства
689,19.8.2021,28,П14,36,Поступило с производства
690,19.8.2021,28,П8,24,Выдано покупателю
691,19.8.2021,29,П3,13,Поступило с производства
692,19.8.2021,31,П12,30,Поступило с производства
693,19.8.2021,35,П15,9,Поступило с производства
694,19.8.2021,37,П5,10,Выдано покупателю
695,19.8.2021,38,П7,22,Поступило с производства
696,19.8.2021,44,П16,36,Выдано покупателю
697,19.8.2021,46,П6,9,Выдано покупателю
698,19.8.2021,47,П1,15,Поступило с производства
699,19.8.2021,51,П3,31,Поступило с производства
700,19.8.2021,57,П1,27,Поступило с производства
701,19.8.2021,60,П3,37,Выдано покупателю
702,19.8.2021,60,П5,29,Выдано покупателю
703,19.8.2021,61,П6,32,Поступило с производства
704,19.8.2021,62,П8,39,Выдано покупателю
705,19.8.2021,63,П14,39,Поступило с производства
706,19.8.2021,63,П4,10,Выдано покупателю
707,19.8.2021,64,П15,36,Выдано покупателю
708,20.8.2021,2,П14,10,Поступило с производства
709,20.8.2021,3,П4,37,Поступило с производства
710,20.8.2021,4,П15,34,Выдано покупателю
711,20.8.2021,6,П14,7,Выдано покупателю
712,20.8.2021,6,П2,49,Поступило с производства
713,20.8.2021,6,П7,38,Выдано покупателю
714,20.8.2021,7,П13,13,Поступило с производства
715,20.8.2021,7,П15,50,Выдано покупателю
716,20.8.2021,7,П4,32,Поступило с производства
717,20.8.2021,9,П6,34,Выдано покупателю
718,20.8.2021,10,П1,9,Поступило с производства
719,20.8.2021,10,П11,5,Поступило с производства
720,20.8.2021,10,П16,10,Поступило с производства
721,20.8.2021,10,П6,50,Поступило с производства
722,20.8.2021,13,П9,44,Выдано покупателю
723,20.8.2021,17,П3,15,Выдано покупателю
1759,17.9.2021,18,П9,22,Поступило с производства
725,20.8.2021,21,П16,14,Выдано покупателю
726,20.8.2021,22,П8,12,Выдано покупателю
727,20.8.2021,24,П13,14,Поступило с производства
728,20.8.2021,25,П1,16,Выдано покупателю
729,20.8.2021,26,П8,37,Поступило с производства
730,20.8.2021,28,П11,16,Выдано покупателю
731,20.8.2021,31,П8,38,Поступило с производства
732,20.8.2021,34,П2,5,Выдано покупателю
733,20.8.2021,38,П14,30,Поступило с производства
734,20.8.2021,39,П7,25,Поступило с производства
735,20.8.2021,42,П11,47,Поступило с производства
736,20.8.2021,42,П5,9,Поступило с производства
737,20.8.2021,43,П16,26,Выдано покупателю
738,20.8.2021,44,П11,15,Поступило с производства
739,20.8.2021,48,П11,9,Поступило с производства
740,20.8.2021,50,П15,19,Поступило с производства
741,20.8.2021,51,П5,14,Поступило с производства
742,20.8.2021,56,П2,7,Выдано покупателю
743,20.8.2021,57,П4,28,Поступило с производства
744,20.8.2021,59,П6,22,Поступило с производства
745,20.8.2021,60,П1,16,Поступило с производства
746,20.8.2021,61,П1,11,Выдано покупателю
747,20.8.2021,61,П13,14,Выдано покупателю
748,20.8.2021,62,П11,6,Выдано покупателю
749,21.8.2021,1,П10,44,Поступило с производства
750,21.8.2021,1,П3,20,Поступило с производства
751,21.8.2021,2,П11,29,Выдано покупателю
752,21.8.2021,2,П5,10,Поступило с производства
753,21.8.2021,4,П6,14,Поступило с производства
754,21.8.2021,5,П7,16,Поступило с производства
755,21.8.2021,6,П1,42,Поступило с производства
756,21.8.2021,6,П16,41,Выдано покупателю
757,21.8.2021,6,П16,45,Выдано покупателю
758,21.8.2021,8,П7,41,Поступило с производства
759,21.8.2021,13,П1,8,Поступило с производства
760,21.8.2021,13,П13,33,Выдано покупателю
761,21.8.2021,15,П1,24,Выдано покупателю
762,21.8.2021,16,П10,46,Поступило с производства
763,21.8.2021,16,П3,10,Поступило с производства
764,21.8.2021,17,П12,11,Поступило с производства
765,21.8.2021,18,П15,13,Поступило с производства
766,21.8.2021,18,П7,14,Поступило с производства
767,21.8.2021,23,П10,33,Поступило с производства
768,21.8.2021,25,П4,27,Поступило с производства
769,21.8.2021,27,П8,49,Поступило с производства
770,21.8.2021,30,П11,31,Поступило с производства
771,21.8.2021,31,П8,37,Выдано покупателю
772,21.8.2021,33,П12,20,Поступило с производства
773,21.8.2021,36,П16,29,Выдано покупателю
774,21.8.2021,38,П11,41,Поступило с производства
775,21.8.2021,39,П16,18,Поступило с производства
776,21.8.2021,39,П3,45,Поступило с производства
777,21.8.2021,40,П14,11,Выдано покупателю
778,21.8.2021,41,П13,39,Поступило с производства
779,21.8.2021,50,П5,15,Выдано покупателю
780,21.8.2021,50,П9,39,Поступило с производства
781,21.8.2021,54,П2,21,Выдано покупателю
782,21.8.2021,55,П14,28,Поступило с производства
783,21.8.2021,56,П10,7,Поступило с производства
784,21.8.2021,57,П6,43,Поступило с производства
785,21.8.2021,57,П7,9,Поступило с производства
786,21.8.2021,58,П12,45,Поступило с производства
787,21.8.2021,59,П11,28,Поступило с производства
788,21.8.2021,61,П14,40,Поступило с производства
789,21.8.2021,61,П8,13,Выдано покупателю
790,21.8.2021,64,П16,25,Поступило с производства
791,21.8.2021,64,П2,32,Поступило с производства
792,21.8.2021,64,П6,6,Поступило с производства
793,21.8.2021,64,П6,17,Выдано покупателю
794,22.8.2021,7,П4,25,Выдано покупателю
795,22.8.2021,8,П3,41,Поступило с производства
796,22.8.2021,9,П11,22,Поступило с производства
797,22.8.2021,9,П11,23,Выдано покупателю
798,22.8.2021,13,П5,40,Поступило с производства
799,22.8.2021,13,П7,30,Выдано покупателю
800,22.8.2021,14,П6,19,Поступило с производства
801,22.8.2021,20,П10,15,Поступило с производства
802,22.8.2021,20,П5,20,Поступило с производства
803,22.8.2021,25,П9,17,Поступило с производства
804,22.8.2021,26,П8,30,Выдано покупателю
805,22.8.2021,28,П16,50,Поступило с производства
806,22.8.2021,32,П1,29,Поступило с производства
807,22.8.2021,32,П8,33,Поступило с производства
808,22.8.2021,33,П14,23,Поступило с производства
809,22.8.2021,34,П1,14,Поступило с производства
810,22.8.2021,35,П16,36,Поступило с производства
811,22.8.2021,35,П8,26,Поступило с производства
812,22.8.2021,37,П1,50,Выдано покупателю
813,22.8.2021,39,П4,49,Поступило с производства
814,22.8.2021,39,П6,8,Выдано покупателю
815,22.8.2021,40,П15,45,Поступило с производства
816,22.8.2021,42,П15,41,Выдано покупателю
817,22.8.2021,42,П5,23,Поступило с производства
818,22.8.2021,46,П6,23,Поступило с производства
819,22.8.2021,47,П11,10,Поступило с производства
820,22.8.2021,47,П14,39,Поступило с производства
821,22.8.2021,51,П8,13,Поступило с производства
822,22.8.2021,53,П3,38,Выдано покупателю
823,22.8.2021,58,П12,13,Поступило с производства
824,22.8.2021,59,П14,7,Поступило с производства
825,22.8.2021,62,П6,33,Выдано покупателю
826,22.8.2021,62,П7,45,Выдано покупателю
827,22.8.2021,63,П4,46,Поступило с производства
828,22.8.2021,63,П8,31,Выдано покупателю
829,22.8.2021,64,П9,29,Поступило с производства
830,23.8.2021,1,П13,19,Выдано покупателю
831,23.8.2021,3,П14,35,Поступило с производства
832,23.8.2021,3,П5,21,Поступило с производства
833,23.8.2021,4,П13,37,Выдано покупателю
834,23.8.2021,4,П16,7,Поступило с производства
835,23.8.2021,5,П16,49,Выдано покупателю
836,23.8.2021,6,П16,8,Поступило с производства
837,23.8.2021,9,П14,29,Поступило с производства
838,23.8.2021,10,П3,35,Поступило с производства
839,23.8.2021,11,П2,9,Поступило с производства
840,23.8.2021,13,П1,15,Поступило с производства
841,23.8.2021,14,П13,35,Выдано покупателю
842,23.8.2021,15,П12,20,Поступило с производства
843,23.8.2021,15,П3,24,Поступило с производства
844,23.8.2021,16,П10,42,Выдано покупателю
845,23.8.2021,16,П12,28,Поступило с производства
846,23.8.2021,16,П5,20,Выдано покупателю
847,23.8.2021,19,П14,30,Поступило с производства
848,23.8.2021,19,П16,29,Выдано покупателю
849,23.8.2021,24,П14,44,Выдано покупателю
850,23.8.2021,25,П8,33,Выдано покупателю
851,23.8.2021,26,П6,30,Выдано покупателю
852,23.8.2021,29,П10,14,Поступило с производства
853,23.8.2021,32,П7,42,Поступило с производства
854,23.8.2021,35,П10,25,Выдано покупателю
855,23.8.2021,36,П4,10,Выдано покупателю
856,23.8.2021,39,П16,6,Поступило с производства
857,23.8.2021,40,П5,17,Выдано покупателю
858,23.8.2021,40,П9,31,Выдано покупателю
859,23.8.2021,42,П11,47,Поступило с производства
860,23.8.2021,44,П6,13,Поступило с производства
861,23.8.2021,48,П6,18,Поступило с производства
862,23.8.2021,51,П8,19,Выдано покупателю
863,23.8.2021,52,П7,30,Поступило с производства
864,23.8.2021,53,П11,5,Поступило с производства
865,23.8.2021,55,П1,32,Выдано покупателю
866,23.8.2021,57,П13,13,Поступило с производства
867,23.8.2021,58,П3,46,Поступило с производства
868,23.8.2021,61,П4,5,Выдано покупателю
869,23.8.2021,63,П12,10,Выдано покупателю
870,24.8.2021,1,П1,15,Поступило с производства
871,24.8.2021,3,П2,11,Поступило с производства
872,24.8.2021,3,П8,15,Поступило с производства
873,24.8.2021,5,П1,24,Поступило с производства
874,24.8.2021,5,П10,14,Поступило с производства
875,24.8.2021,6,П16,5,Выдано покупателю
876,24.8.2021,6,П3,41,Поступило с производства
877,24.8.2021,17,П9,22,Поступило с производства
878,24.8.2021,18,П15,25,Выдано покупателю
879,24.8.2021,18,П7,32,Выдано покупателю
880,24.8.2021,19,П16,35,Выдано покупателю
881,24.8.2021,20,П16,46,Выдано покупателю
882,24.8.2021,22,П14,30,Поступило с производства
883,24.8.2021,25,П2,12,Поступило с производства
884,24.8.2021,26,П10,42,Поступило с производства
885,24.8.2021,28,П14,32,Поступило с производства
886,24.8.2021,28,П16,46,Поступило с производства
887,24.8.2021,28,П4,20,Выдано покупателю
888,24.8.2021,29,П8,13,Поступило с производства
889,24.8.2021,30,П16,22,Поступило с производства
890,24.8.2021,33,П14,21,Поступило с производства
891,24.8.2021,34,П5,28,Поступило с производства
892,24.8.2021,34,П8,11,Выдано покупателю
893,24.8.2021,36,П8,12,Выдано покупателю
894,24.8.2021,38,П1,32,Выдано покупателю
895,24.8.2021,38,П4,42,Поступило с производства
896,24.8.2021,39,П16,37,Поступило с производства
897,24.8.2021,40,П7,25,Выдано покупателю
898,24.8.2021,41,П7,48,Поступило с производства
899,24.8.2021,42,П10,49,Поступило с производства
900,24.8.2021,42,П3,30,Поступило с производства
901,24.8.2021,43,П13,40,Поступило с производства
902,24.8.2021,45,П3,15,Поступило с производства
903,24.8.2021,46,П6,35,Выдано покупателю
904,24.8.2021,48,П2,43,Выдано покупателю
905,24.8.2021,52,П6,22,Выдано покупателю
906,24.8.2021,53,П8,38,Поступило с производства
907,24.8.2021,54,П1,42,Выдано покупателю
908,24.8.2021,55,П16,7,Поступило с производства
909,24.8.2021,56,П8,47,Выдано покупателю
910,24.8.2021,61,П15,32,Выдано покупателю
911,24.8.2021,62,П5,25,Выдано покупателю
912,24.8.2021,62,П8,16,Выдано покупателю
913,25.8.2021,1,П8,38,Выдано покупателю
914,25.8.2021,2,П10,41,Поступило с производства
915,25.8.2021,2,П10,17,Поступило с производства
916,25.8.2021,7,П14,27,Поступило с производства
917,25.8.2021,8,П11,33,Выдано покупателю
918,25.8.2021,10,П11,19,Выдано покупателю
919,25.8.2021,10,П3,30,Поступило с производства
920,25.8.2021,11,П16,13,Поступило с производства
921,25.8.2021,11,П2,39,Поступило с производства
922,25.8.2021,16,П11,27,Поступило с производства
923,25.8.2021,17,П8,19,Поступило с производства
924,25.8.2021,18,П16,48,Поступило с производства
925,25.8.2021,21,П14,10,Выдано покупателю
926,25.8.2021,25,П12,27,Выдано покупателю
927,25.8.2021,27,П8,30,Поступило с производства
928,25.8.2021,29,П14,34,Выдано покупателю
929,25.8.2021,30,П3,23,Поступило с производства
930,25.8.2021,35,П12,45,Поступило с производства
931,25.8.2021,36,П11,40,Поступило с производства
932,25.8.2021,36,П14,26,Выдано покупателю
933,25.8.2021,37,П9,23,Поступило с производства
934,25.8.2021,39,П1,23,Поступило с производства
935,25.8.2021,39,П7,43,Поступило с производства
936,25.8.2021,41,П14,14,Поступило с производства
937,25.8.2021,47,П15,11,Выдано покупателю
938,25.8.2021,48,П11,43,Поступило с производства
939,25.8.2021,52,П14,8,Поступило с производства
940,25.8.2021,53,П14,8,Выдано покупателю
941,25.8.2021,53,П7,7,Поступило с производства
942,25.8.2021,55,П9,7,Поступило с производства
943,25.8.2021,56,П4,19,Выдано покупателю
944,25.8.2021,57,П1,23,Выдано покупателю
945,25.8.2021,57,П7,45,Поступило с производства
946,25.8.2021,59,П10,5,Поступило с производства
947,26.8.2021,2,П16,45,Выдано покупателю
948,26.8.2021,7,П13,5,Поступило с производства
949,26.8.2021,8,П16,12,Поступило с производства
950,26.8.2021,9,П3,7,Выдано покупателю
951,26.8.2021,10,П11,9,Поступило с производства
952,26.8.2021,12,П11,41,Поступило с производства
953,26.8.2021,12,П8,48,Поступило с производства
954,26.8.2021,17,П10,36,Поступило с производства
955,26.8.2021,17,П6,9,Выдано покупателю
956,26.8.2021,20,П4,12,Выдано покупателю
957,26.8.2021,23,П9,28,Поступило с производства
958,26.8.2021,26,П13,11,Выдано покупателю
959,26.8.2021,26,П14,44,Поступило с производства
960,26.8.2021,26,П2,46,Выдано покупателю
961,26.8.2021,28,П2,17,Выдано покупателю
962,26.8.2021,30,П1,12,Выдано покупателю
963,26.8.2021,30,П10,12,Выдано покупателю
964,26.8.2021,31,П1,39,Поступило с производства
965,26.8.2021,31,П13,9,Поступило с производства
966,26.8.2021,36,П10,36,Поступило с производства
967,26.8.2021,38,П10,30,Поступило с производства
968,26.8.2021,39,П15,31,Поступило с производства
969,26.8.2021,40,П11,6,Выдано покупателю
970,26.8.2021,43,П5,37,Поступило с производства
971,26.8.2021,46,П15,45,Выдано покупателю
972,26.8.2021,50,П12,49,Поступило с производства
973,26.8.2021,52,П6,33,Поступило с производства
974,26.8.2021,54,П16,48,Выдано покупателю
975,26.8.2021,57,П11,38,Выдано покупателю
976,26.8.2021,59,П10,48,Выдано покупателю
977,26.8.2021,60,П15,30,Выдано покупателю
978,26.8.2021,60,П5,6,Поступило с производства
979,26.8.2021,61,П14,12,Поступило с производства
980,26.8.2021,62,П15,27,Поступило с производства
981,26.8.2021,62,П7,50,Выдано покупателю
982,27.8.2021,1,П8,25,Поступило с производства
983,27.8.2021,3,П11,37,Выдано покупателю
984,27.8.2021,4,П16,8,Выдано покупателю
985,27.8.2021,5,П7,9,Поступило с производства
986,27.8.2021,10,П4,48,Выдано покупателю
987,27.8.2021,10,П6,48,Выдано покупателю
988,27.8.2021,12,П4,33,Поступило с производства
989,27.8.2021,14,П6,21,Поступило с производства
990,27.8.2021,17,П10,28,Поступило с производства
991,27.8.2021,17,П12,45,Поступило с производства
992,27.8.2021,19,П11,10,Поступило с производства
993,27.8.2021,22,П10,20,Выдано покупателю
994,27.8.2021,22,П2,29,Поступило с производства
995,27.8.2021,22,П5,46,Поступило с производства
996,27.8.2021,23,П11,15,Поступило с производства
997,27.8.2021,24,П12,10,Выдано покупателю
998,27.8.2021,25,П12,21,Поступило с производства
999,27.8.2021,27,П16,19,Выдано покупателю
1000,27.8.2021,33,П8,19,Поступило с производства
1001,27.8.2021,34,П11,46,Выдано покупателю
1002,27.8.2021,34,П7,6,Выдано покупателю
1003,27.8.2021,35,П4,14,Выдано покупателю
1004,27.8.2021,37,П9,16,Выдано покупателю
1005,27.8.2021,38,П3,8,Поступило с производства
1006,27.8.2021,43,П5,37,Выдано покупателю
1007,27.8.2021,48,П13,15,Выдано покупателю
1008,27.8.2021,48,П9,36,Поступило с производства
1009,27.8.2021,56,П7,7,Поступило с производства
1010,27.8.2021,58,П3,18,Поступило с производства
1011,27.8.2021,58,П4,15,Выдано покупателю
1012,27.8.2021,60,П14,25,Выдано покупателю
1013,27.8.2021,60,П3,6,Выдано покупателю
1014,27.8.2021,60,П4,39,Выдано покупателю
1015,27.8.2021,61,П12,31,Выдано покупателю
1016,28.8.2021,2,П14,47,Выдано покупателю
1017,28.8.2021,2,П8,50,Поступило с производства
1018,28.8.2021,3,П10,24,Поступило с производства
1019,28.8.2021,3,П4,9,Поступило с производства
1020,28.8.2021,6,П5,34,Выдано покупателю
1021,28.8.2021,9,П16,46,Поступило с производства
1022,28.8.2021,11,П4,32,Поступило с производства
1023,28.8.2021,13,П14,6,Поступило с производства
1024,28.8.2021,13,П15,11,Поступило с производства
1025,28.8.2021,15,П1,18,Выдано покупателю
1026,28.8.2021,15,П9,47,Поступило с производства
1027,28.8.2021,16,П1,31,Поступило с производства
1028,28.8.2021,21,П5,12,Поступило с производства
1029,28.8.2021,24,П2,22,Выдано покупателю
1030,28.8.2021,25,П9,37,Поступило с производства
1031,28.8.2021,28,П13,9,Поступило с производства
1032,28.8.2021,30,П10,6,Выдано покупателю
1033,28.8.2021,32,П16,47,Поступило с производства
1034,28.8.2021,33,П11,11,Поступило с производства
1035,28.8.2021,35,П6,42,Выдано покупателю
1036,28.8.2021,36,П1,35,Поступило с производства
1037,28.8.2021,37,П8,34,Поступило с производства
1038,28.8.2021,39,П8,31,Поступило с производства
1039,28.8.2021,42,П4,35,Выдано покупателю
1040,28.8.2021,44,П2,33,Поступило с производства
1041,28.8.2021,44,П8,43,Выдано покупателю
1042,28.8.2021,45,П11,26,Поступило с производства
1043,28.8.2021,47,П16,20,Поступило с производства
1044,28.8.2021,47,П5,11,Поступило с производства
1045,28.8.2021,48,П4,15,Поступило с производства
1046,28.8.2021,50,П14,36,Выдано покупателю
1047,28.8.2021,53,П16,15,Поступило с производства
1048,28.8.2021,56,П12,34,Поступило с производства
1049,28.8.2021,59,П14,33,Выдано покупателю
1050,28.8.2021,60,П4,22,Выдано покупателю
1051,28.8.2021,61,П11,9,Поступило с производства
1052,29.8.2021,1,П7,7,Поступило с производства
1053,29.8.2021,2,П7,29,Поступило с производства
1054,29.8.2021,4,П10,29,Выдано покупателю
1055,29.8.2021,7,П14,28,Поступило с производства
1056,29.8.2021,8,П15,7,Выдано покупателю
1057,29.8.2021,8,П7,47,Поступило с производства
1058,29.8.2021,8,П9,50,Поступило с производства
1059,29.8.2021,9,П13,6,Поступило с производства
1060,29.8.2021,10,П4,36,Выдано покупателю
1061,29.8.2021,12,П14,13,Выдано покупателю
1062,29.8.2021,13,П7,19,Поступило с производства
1063,29.8.2021,15,П9,12,Поступило с производства
1064,29.8.2021,16,П12,5,Выдано покупателю
1065,29.8.2021,18,П11,40,Поступило с производства
1066,29.8.2021,19,П3,50,Поступило с производства
1067,29.8.2021,21,П14,14,Выдано покупателю
1068,29.8.2021,21,П15,48,Поступило с производства
1069,29.8.2021,22,П2,12,Поступило с производства
1070,29.8.2021,28,П7,32,Выдано покупателю
1071,29.8.2021,29,П5,33,Поступило с производства
1072,29.8.2021,32,П16,29,Выдано покупателю
1073,29.8.2021,33,П7,46,Поступило с производства
1074,29.8.2021,35,П11,21,Выдано покупателю
1075,29.8.2021,35,П14,18,Выдано покупателю
1076,29.8.2021,35,П9,33,Выдано покупателю
1077,29.8.2021,36,П15,44,Выдано покупателю
1078,29.8.2021,37,П9,29,Выдано покупателю
1079,29.8.2021,40,П1,21,Поступило с производства
1080,29.8.2021,40,П16,11,Выдано покупателю
1081,29.8.2021,40,П3,40,Выдано покупателю
1082,29.8.2021,41,П12,20,Поступило с производства
1083,29.8.2021,44,П15,18,Выдано покупателю
1084,29.8.2021,44,П16,44,Выдано покупателю
1085,29.8.2021,45,П10,23,Поступило с производства
1086,29.8.2021,45,П2,24,Выдано покупателю
1087,29.8.2021,46,П14,22,Поступило с производства
1088,29.8.2021,48,П3,27,Выдано покупателю
1089,29.8.2021,51,П14,50,Поступило с производства
1090,29.8.2021,55,П14,9,Поступило с производства
1091,29.8.2021,57,П5,38,Поступило с производства
1092,29.8.2021,58,П12,28,Выдано покупателю
1093,29.8.2021,59,П12,49,Поступило с производства
1094,29.8.2021,60,П1,39,Поступило с производства
1095,29.8.2021,61,П12,33,Выдано покупателю
1096,29.8.2021,61,П12,49,Выдано покупателю
1097,30.8.2021,4,П1,12,Поступило с производства
1098,30.8.2021,8,П3,16,Выдано покупателю
1099,30.8.2021,8,П4,20,Поступило с производства
1100,30.8.2021,9,П14,10,Выдано покупателю
1101,30.8.2021,11,П9,41,Выдано покупателю
1102,30.8.2021,12,П2,29,Поступило с производства
1103,30.8.2021,12,П7,44,Поступило с производства
1104,30.8.2021,14,П15,22,Поступило с производства
1105,30.8.2021,14,П4,48,Поступило с производства
1106,30.8.2021,15,П1,44,Поступило с производства
1107,30.8.2021,15,П10,19,Поступило с производства
1108,30.8.2021,15,П16,40,Поступило с производства
1109,30.8.2021,15,П9,49,Поступило с производства
1110,30.8.2021,17,П8,37,Выдано покупателю
1111,30.8.2021,19,П7,42,Поступило с производства
1112,30.8.2021,20,П16,39,Поступило с производства
1113,30.8.2021,20,П5,45,Поступило с производства
1114,30.8.2021,20,П9,41,Поступило с производства
1115,30.8.2021,25,П7,9,Выдано покупателю
1116,30.8.2021,26,П3,7,Поступило с производства
1117,30.8.2021,27,П1,48,Выдано покупателю
1118,30.8.2021,27,П4,31,Выдано покупателю
1119,30.8.2021,29,П11,13,Поступило с производства
1120,30.8.2021,31,П10,28,Поступило с производства
1121,30.8.2021,31,П16,16,Поступило с производства
1122,30.8.2021,32,П1,40,Выдано покупателю
1123,30.8.2021,34,П12,27,Поступило с производства
1124,30.8.2021,39,П9,47,Выдано покупателю
1125,30.8.2021,45,П2,34,Поступило с производства
1126,30.8.2021,46,П4,49,Поступило с производства
1127,30.8.2021,49,П6,9,Поступило с производства
1128,30.8.2021,50,П5,5,Поступило с производства
1129,30.8.2021,50,П8,18,Поступило с производства
1130,30.8.2021,52,П14,35,Поступило с производства
1131,30.8.2021,55,П13,44,Выдано покупателю
1132,30.8.2021,55,П3,18,Поступило с производства
1133,30.8.2021,55,П6,12,Поступило с производства
1134,30.8.2021,56,П1,27,Поступило с производства
1135,30.8.2021,56,П16,28,Выдано покупателю
